 278.787879 3490.000000
 557.575758 3490.000000
 836.363636 3490.000000
1115.151515 3490.000000
1393.939394 3490.000000
1672.727273 3490.000000
1951.515152 3490.000000
2230.303030 3490.000000
2509.090909 3490.000000
2787.878788 3490.000000
3066.666667 3490.000000
3345.454545 3490.000000
3624.242424 3490.000000
3903.030303 3490.000000
4181.818182 3490.000000
4460.606061 3490.000000
4739.393939 3490.000000
5018.181818 3490.000000
5296.969697 3490.000000
5575.757576 3490.000000
5854.545455 3490.000000
6133.333333 3490.000000
6412.121212 3490.000000
6690.909091 3490.000000
6969.696970 3490.000000
7248.484848 3490.000000
7527.272727 3490.000000
7806.060606 3490.000000
8084.848485 3490.000000
8363.636364 3490.000000
8642.424242 3490.000000
8921.212121 3490.000000
